Id,Label,timeset,country,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class
DQ HOLDINGS LLC,DQ HOLDINGS LLC,,US,1,1,1,0,1885
HYUNDAI HYSCO,HYUNDAI HYSCO,,KR,14,0.175013,0.188872,0.000173,1073
COGEMA,COGEMA,,FR,15,0.13785,0.144625,0,4
ST MICROELECTRONICS SRL,ST MICROELECTRONICS SRL,,IT,16,0.11355,0.11727,0.000578,4
EADS DEUTSCHLAND GMBH,EADS DEUTSCHLAND GMBH,,DE,15,0.150505,0.158758,0.000003,1017
UNIV HARBIN POLYTECHNIQUE,UNIV HARBIN POLYTECHNIQUE,,CN,17,0.122553,0.12716,0.000308,2074
SEIKO INSTR INC,SEIKO INSTR INC,,JP,2,0.9375,0.966667,0,1219
SCIENT GENERICS LTD,SCIENT GENERICS LTD,,GB,1,1,1,0,1886
DARAMIC LLC,DARAMIC LLC,,US,2,0.7,0.785714,0,1637
MORE ENERGY LTD,MORE ENERGY LTD,,IL,4,0.458647,0.557377,0,1700
HYDRA FUEL CELL CORP,HYDRA FUEL CELL CORP,,US,1,1,1,0,1887
VIESSMANN WERKE KG,VIESSMANN WERKE KG,,DE,14,0.175352,0.187815,0.000248,1160
MSA AUER GMBH,MSA AUER GMBH,,DE,1,1,1,0,2688
ATOFINA CHEM INC,ATOFINA CHEM INC,,US,17,0.109455,0.11305,0.000236,4
BIC SOC,BIC SOC,,FR,14,0.191322,0.207777,0.00069,1096
TOULOUSE INST NAT POLYTECH,TOULOUSE INST NAT POLYTECH,,FR,14,0.146938,0.155182,0,1988
FEUP FACULDADE DE ENGENHARIA D,FEUP FACULDADE DE ENGENHARIA D,,PT,1,1,1,0,18
BRAGA MARIA HELENA SOUSA SOARE,BRAGA MARIA HELENA SOUSA SOARE,,PT,1,1,1,0,18
FERREIRA LUIS FILIPE MALHEIROS,FERREIRA LUIS FILIPE MALHEIROS,,PT,1,1,1,0,18
LEIBNIZ INST FUER FESTKOERPER,LEIBNIZ INST FUER FESTKOERPER,,DE,15,0.141911,0.148225,0.000289,1029
SAFRONOVS ALEKSEJS,SAFRONOVS ALEKSEJS,,LV,2,0.666667,0.75,0,994
STOICOVICIU IOAN CORNEL,STOICOVICIU IOAN CORNEL,,RO,1,1,1,0,19
CRISTEA MIHAI TEFAN,CRISTEA MIHAI TEFAN,,RO,1,1,1,0,19
STOICOVICIU DINU IOAN,STOICOVICIU DINU IOAN,,RO,1,1,1,0,19
PAVELESCU OVIDIU,PAVELESCU OVIDIU,,RO,1,1,1,0,19
CRISTEA MIHAI,CRISTEA MIHAI,,RO,1,1,1,0,19
SOLVAY,SOLVAY,,BE,14,0.156241,0.167847,0.001344,1330
AIRBUS GMBH,AIRBUS GMBH,,DE,15,0.171816,0.186715,0.00618,1017
ITM FUEL CELLS LTD,ITM FUEL CELLS LTD,,GB,4,0.432836,0.537356,0,1034
TOPPAN FORMS CO LTD,TOPPAN FORMS CO LTD,,JP,16,0.135334,0.143216,0.000105,1183
WESTPORT RES INC,WESTPORT RES INC,,CA,4,0.5,0.651163,0,1180
NIPPON TELEGRAPH & TELEPHONE,NIPPON TELEGRAPH & TELEPHONE,,JP,1,1,1,0,2209
NIPPON ELECTRIC CO,NIPPON ELECTRIC CO,,JP,17,0.122043,0.12779,0.00028,22
MARHOEFER JOHN JOSEPH,MARHOEFER JOHN JOSEPH,,US,1,1,1,0,20
AEROVIRONMENT INC,AEROVIRONMENT INC,,US,15,0.137317,0.142667,0.000355,1281
US NAVY,US NAVY,,US,15,0.151058,0.159911,0.003006,1010
FUJIFILM CORP,FUJIFILM CORP,,JP,17,0.12546,0.132743,0.00056,1914
PEMERY CORP,PEMERY CORP,,US,1,1,1,0,21
DEGUSSA,DEGUSSA,,DE,14,0.153106,0.162361,0.00132,1393
KUBOTA KK,KUBOTA KK,,JP,1,1,1,0,2637
THE TRUSTEES OF BOSTON COLLEGE,THE TRUSTEES OF BOSTON COLLEGE,,US,16,0.13823,0.14386,0.000053,1147
SEHNT GOBEHN KERAMIKS EHND PLA,SEHNT GOBEHN KERAMIKS EHND PLA,,US,1,1,1,0,1889
AOKI KIYOSHI,AOKI KIYOSHI,,JP,15,0.151498,0.162279,0.000076,22
KYOCERA CORP,KYOCERA CORP,,JP,14,0.17711,0.195163,0.002598,22
KYUSHU TLO CO LTD,KYUSHU TLO CO LTD,,JP,16,0.126715,0.132621,0.000079,1127
SAKAI CHEMICAL INDUSTRY CO LTD,SAKAI CHEMICAL INDUSTRY CO LTD,,JP,17,0.109725,0.11325,0.000394,38
DALIAN JIEHONG SCIENCE AND TEC,DALIAN JIEHONG SCIENCE AND TEC,,CN,2,0.555556,0.6,0,1945
SIEMENS POWER GENERATION INC,SIEMENS POWER GENERATION INC,,US,14,0.175343,0.1892,0.003221,1212
GIBBS TECH LTD,GIBBS TECH LTD,,GB,1,1,1,0,23
Toshiba Energy Systems & Solutions Corporation,Toshiba Energy Systems & Solutions Corporation,,JP,14,0.181878,0.194571,0.000192,1914
TRULITE INC,TRULITE INC,,US,1,1,1,0,1353
GINER ELECTROCHEMICAL SYSTEMS LLC,GINER ELECTROCHEMICAL SYSTEMS LLC,,US,14,0.175492,0.186253,0.00008,1147
MCCOWEN CLINT,MCCOWEN CLINT,,US,1,1,1,0,1069
LAWRENE LIVERMORE NAT SECURITY LLC,LAWRENE LIVERMORE NAT SECURITY LLC,,US,14,0.1762,0.188082,0.000907,1179
TRACTEBEL LNG NORTH AMERICA LLC,TRACTEBEL LNG NORTH AMERICA LLC,,US,2,0.75,0.833333,0,1891
CONOCO PHILLIPS COMPANY,CONOCO PHILLIPS COMPANY,,US,16,0.138527,0.144585,0.000236,1212
NAT INST OF ADVANCED IND SCIEN,NAT INST OF ADVANCED IND SCIEN,,JP,14,0.183928,0.199562,0.002687,38
IRWIN IND TOOL CO,IRWIN IND TOOL CO,,US,2,0.8,0.875,0,1892
UT BATTELLE LLC,UT BATTELLE LLC,,US,14,0.176337,0.187563,0.001949,1099
UNIV WAGENINGEN,UNIV WAGENINGEN,,NL,18,0.097958,0.100473,0,1191
PLANT RES INT BV,PLANT RES INT BV,,NL,18,0.097958,0.100473,0,1191
OOO NATSIONAL NAJA INNOVATSION,OOO NATSIONAL NAJA INNOVATSION,,RU,16,0.139637,0.148865,0.008051,293
SUMITOMO ELECTRIC INDUCTRIES LTD,SUMITOMO ELECTRIC INDUCTRIES LTD,,JP,14,0.177549,0.197051,0.00326,120
TEXACO OVONIC BATTERY SYSTEMS,TEXACO OVONIC BATTERY SYSTEMS,,US,15,0.147055,0.154105,0.000029,648
UNIV TEL AVIV FUTURE TECH DEV,UNIV TEL AVIV FUTURE TECH DEV,,IL,5,0.286385,0.378142,0,1700
MITSUBISHI PLASTICS INC,MITSUBISHI PLASTICS INC,,JP,14,0.162405,0.174937,0.000079,0
UNIV JILIN,UNIV JILIN,,CN,16,0.124299,0.128798,0.000332,2074
NUVERA FUEL CELLS LLC,NUVERA FUEL CELLS LLC,,US,14,0.175008,0.187592,0.002648,987
UNIV NORTH CAROLINA,UNIV NORTH CAROLINA,,US,16,0.137048,0.142408,0,1032
SFC SMART FUEL CELL AG,SFC SMART FUEL CELL AG,,DE,15,0.168511,0.180434,0.000088,1888
TOYOTA MOTOR ENG & MFG NORTH AMERICA INC,TOYOTA MOTOR ENG & MFG NORTH AMERICA INC,,US,14,0.204326,0.223739,0.002214,1099
RENDINA DAVID DECK,RENDINA DAVID DECK,,CA,1,1,1,0,437
SIERRA LOBO INC,SIERRA LOBO INC,,US,2,0.818182,0.888889,0,1065
OVONIC FUEL CELL COMPANY LLC,OVONIC FUEL CELL COMPANY LLC,,US,15,0.14735,0.154195,0.000001,648
WEBASTO THERMOSYSTEME GMBH,WEBASTO THERMOSYSTEME GMBH,,DE,15,0.162582,0.172871,0.000326,28
MITSUBISHI HEAVY IND LTD,MITSUBISHI HEAVY IND LTD,,JP,14,0.184478,0.203947,0.00518,2198
SPRINT COMMUNICATIONS CO LP,SPRINT COMMUNICATIONS CO LP,,US,1,1,1,0,1407
HWANG BOO SUNG,HWANG BOO SUNG,,KR,0,0,0,0,24
UNIV MINGCHI TECHNOLOGY,UNIV MINGCHI TECHNOLOGY,,TW,16,0.125454,0.129855,0.000026,1086
KOREA MACH & MATERIALS INST,KOREA MACH & MATERIALS INST,,KR,15,0.153652,0.165883,0.000552,1941
ATOMIC ENERGY COUNCIL,ATOMIC ENERGY COUNCIL,,TW,16,0.135049,0.14226,0.001157,975
NIPPON HIGH DEGREE PAPER INDUS,NIPPON HIGH DEGREE PAPER INDUS,,JP,2,0.666667,0.75,0,25
OVONIC HYDROGEN SYSTEMS LLC,OVONIC HYDROGEN SYSTEMS LLC,,US,14,0.169165,0.179628,0.000063,648
INTEMATIX CORP,INTEMATIX CORP,,US,14,0.164767,0.175739,0.000021,1914
VAPORE INC,VAPORE INC,,US,16,0.13581,0.141353,0,1888
VANHOOSE TOM M,VANHOOSE TOM M,,TBD,1,1,1,0,26
GOENS MICHAEL D,GOENS MICHAEL D,,TBD,1,1,1,0,26
CYMBET CORP,CYMBET CORP,,US,2,0.909091,0.95,0,277
CANON KK,CANON KK,,JP,13,0.178403,0.196388,0.002495,1110
FUJI XEROX CO LTD,FUJI XEROX CO LTD,,JP,1,1,1,0,1893
DANA AUTOMOTIVE SYSTEMS GROUP,DANA AUTOMOTIVE SYSTEMS GROUP,,US,16,0.132769,0.138875,0.000026,2059
UNITED TECHNOLOGIES CORP,UNITED TECHNOLOGIES CORP,,US,13,0.208848,0.230184,0.006802,238
GAS CELL TEC AG,GAS CELL TEC AG,,CH,15,0.14145,0.148035,0,1212
BOEING CORP,BOEING CORP,,US,13,0.17429,0.187685,0.004251,1894
OSHKOSH TRUCK CORP,OSHKOSH TRUCK CORP,,US,3,0.625,0.766667,0,1895
SAMSUNG SDI GERMANY GMBH,SAMSUNG SDI GERMANY GMBH,,DE,14,0.153304,0.161473,0,1073
SIBO SCIENCE & TECHNOLOGY CO L,SIBO SCIENCE & TECHNOLOGY CO L,,CN,19,0.089949,0.092465,0,146
PROCEDURE ENGINEERING INST CHI,PROCEDURE ENGINEERING INST CHI,,CN,4,0.411765,0.511905,0,3551
BDF IP HOLDINGS LTD,BDF IP HOLDINGS LTD,,CA,13,0.190352,0.207024,0.00019,1888
IND ACADEMIC COOP,IND ACADEMIC COOP,,KR,16,0.132275,0.138919,0.000082,11
JGC CORP,JGC CORP,,JP,16,0.123111,0.127582,0.000197,1914
CATALYSTS & CHEM IND CO,CATALYSTS & CHEM IND CO,,JP,16,0.123106,0.127463,0,1914
SUD CHEMIE CATALYSTS JAPAN INC,SUD CHEMIE CATALYSTS JAPAN INC,,JP,14,0.163293,0.173764,0.00042,1914
TECHNOLOGY MAN INC,TECHNOLOGY MAN INC,,US,15,0.147895,0.154535,0.000051,1281
BOC GROUP INC,BOC GROUP INC,,US,17,0.116877,0.120333,0.000447,2641
MODAJN MEHN JUFEHKCHERING KOMP,MODAJN MEHN JUFEHKCHERING KOMP,,US,15,0.159357,0.168539,0.000053,1888
GORE & ASS,GORE & ASS,,US,14,0.176485,0.189966,0.000364,1093
CARLETON LIFE SUPPORT SYSTEMS INC,CARLETON LIFE SUPPORT SYSTEMS INC,,US,15,0.139247,0.145296,0.000085,10
WESTPORT POWER INC,WESTPORT POWER INC,,CA,3,0.754386,0.868217,0,1180
MEET CO LTD,MEET CO LTD,,KR,1,1,1,0,1896
GEN DYNAMICS INFORMATION TECHN,GEN DYNAMICS INFORMATION TECHN,,US,1,1,1,0,1897
STICHTING ENERGIE,STICHTING ENERGIE,,NL,14,0.161085,0.171283,0.002251,1033
PARONEN MIKAEL,PARONEN MIKAEL,,FI,1,1,1,0,27
FUJINON CORP,FUJINON CORP,,JP,17,0.123556,0.129724,0,1914
TOYO SEIKAN KAISHA LTD,TOYO SEIKAN KAISHA LTD,,JP,14,0.166243,0.180144,0.000222,1914
BENTELER AUTOMOBILTECHNIK GMBH,BENTELER AUTOMOBILTECHNIK GMBH,,DE,14,0.162502,0.171324,0.000145,1147
SANDIA CORP,SANDIA CORP,,US,14,0.186849,0.201613,0.001826,1099
COMPRESSED ENERGY TECH AS,COMPRESSED ENERGY TECH AS,,NO,21,0.085131,0.086965,0.000105,2110
OOO EHNVAJROKET,OOO EHNVAJROKET,,RU,1,1,1,0,1898
ZENTRUM FUER BRENNSTOFFZELLEN,ZENTRUM FUER BRENNSTOFFZELLEN,,DE,1,1,1,0,2624
BAYERISCHE MOTOREN WERKE AG,BAYERISCHE MOTOREN WERKE AG,,DE,13,0.200552,0.220305,0.010973,28
DYNETEK IND LTD,DYNETEK IND LTD,,CA,15,0.143161,0.149559,0.000236,28
ASAHI KASEI CHEMICALS CORP,ASAHI KASEI CHEMICALS CORP,,JP,14,0.172085,0.187803,0.000575,22
FEICHI LVNENG POWER TECHNOLOGY,FEICHI LVNENG POWER TECHNOLOGY,,CN,18,0.100295,0.10254,0,2074
HARBIN INST OF TECHNOLOGY,HARBIN INST OF TECHNOLOGY,,CN,16,0.136924,0.144038,0.002434,2074
UNIV BEIJING SCIENCE & TECH,UNIV BEIJING SCIENCE & TECH,,CN,3,0.589286,0.762626,0,2709
HOECHST RES & TECH GMBH & CO,HOECHST RES & TECH GMBH & CO,,DE,14,0.167438,0.177721,0.000088,1160
NATURALNANO RES INC,NATURALNANO RES INC,,US,2,0.555556,0.6,0,2076
JENSON MARK LYNN,JENSON MARK LYNN,,US,1,1,1,0,277
WEISS VICTOR HENRY,WEISS VICTOR HENRY,,US,2,0.769231,0.85,0,277
TRANSMIT TECHNOLOGIETRANSFER,TRANSMIT TECHNOLOGIETRANSFER,,DE,15,0.137563,0.143777,0,1212
GAS TECHNOLOGY INST,GAS TECHNOLOGY INST,,US,14,0.17218,0.182143,0.000539,1094
NAKAYAMA YOSHIKAZU,NAKAYAMA YOSHIKAZU,,JP,14,0.188304,0.207788,0.000184,990
UCAR CARBON CO INC,UCAR CARBON CO INC,,US,4,0.339394,0.415179,0,978
TOHO GAS KK,TOHO GAS KK,,JP,15,0.152474,0.162746,0.000036,2198
NIPPON CATALYTIC CHEM IND,NIPPON CATALYTIC CHEM IND,,JP,15,0.158398,0.170579,0.000457,2198
INSTITUTE OF NUCLEAR ENERGY RES,INSTITUTE OF NUCLEAR ENERGY RES,,TW,16,0.135075,0.142215,0.000911,975
UNIV IOWA RES FOUND,UNIV IOWA RES FOUND,,US,14,0.171579,0.182752,0.000433,28
BLOOM ENERGY CORP,BLOOM ENERGY CORP,,US,13,0.198889,0.218312,0.005057,1151
MICROCELL CORP,MICROCELL CORP,,US,16,0.140679,0.146222,0.000074,1147
SYMYX TECHNOLOGIES INC,SYMYX TECHNOLOGIES INC,,US,14,0.176972,0.18901,0.000012,990
ELRINGKLINGER AG,ELRINGKLINGER AG,,DE,14,0.170873,0.182657,0.000799,28
MICRONAS GMBH,MICRONAS GMBH,,DE,15,0.136248,0.14136,0.000004,1160
UNIV ALBERT LUDWIGS FREIBURG,UNIV ALBERT LUDWIGS FREIBURG,,DE,15,0.139138,0.145748,0.000027,28
REDSTACK BV,REDSTACK BV,,NL,17,0.108583,0.11208,0.000232,1191
JFE STEEL CORP,JFE STEEL CORP,,JP,15,0.150313,0.159968,0.000933,993
KOKAN UM CO LTD,KOKAN UM CO LTD,,JP,15,0.147948,0.156986,0,993
6T MIC INGENIERIES,6T MIC INGENIERIES,,FR,1,1,1,0,1962
ASIA VITAL COMPONENTS CO LTD,ASIA VITAL COMPONENTS CO LTD,,TW,19,0.092665,0.095613,0,146
SEKISUI CHEMICAL CO LTD,SEKISUI CHEMICAL CO LTD,,JP,15,0.14054,0.14797,0.000762,38
UNIV TIANJIN TECHNOLOGY,UNIV TIANJIN TECHNOLOGY,,CN,1,1,1,0,1899
JAPAN ENERGY CORP,JAPAN ENERGY CORP,,JP,1,1,1,0,29
CHATURVEDI SANJAY,CHATURVEDI SANJAY,,US,2,0.578947,0.636364,0,30
GRIECO WILLIAM JOSEPH,GRIECO WILLIAM JOSEPH,,US,2,0.578947,0.636364,0,30
LUNDQUIST ERIC GUSTAVE,LUNDQUIST ERIC GUSTAVE,,US,2,0.611111,0.681818,0,30
PARKER GARTH R,PARKER GARTH R,,US,2,0.578947,0.636364,0,30
BATTELLE ENERGY ALLIANCE LLC,BATTELLE ENERGY ALLIANCE LLC,,US,15,0.165346,0.176226,0.000447,2968
DOW CORNING,DOW CORNING,,US,16,0.132251,0.137396,0.000085,1032
UNIV OF HONG KONG,UNIV OF HONG KONG,,HK,14,0.165619,0.1747,0.000058,2074
MTI MICRO FUEL CELLS INC,MTI MICRO FUEL CELLS INC,,US,13,0.183439,0.195361,0.000831,1151
SKF AB,SKF AB,,SE,1,1,1,0,1900
XCELLSIS GMBH,XCELLSIS GMBH,,DE,14,0.186062,0.202779,0.000332,1888
LUXEMBOURG PATENT CO,LUXEMBOURG PATENT CO,,LU,15,0.153384,0.162536,0.000562,1141
DAEJIN HYDRAULIC EQUIPMENT & T,DAEJIN HYDRAULIC EQUIPMENT & T,,KR,1,1,1,0,31
OOO NATSIONAL NAJA INNOVATSIONNAJA KOMPANIJA NOVYE EHNERGETICHESKIE PROEKTY OOO NATSIONAL NAJA INNOV,OOO NATSIONAL NAJA INNOVATSIONNAJA KOMPANIJA NOVYE EHNERGETICHESKIE PROEKTY OOO NATSIONAL NAJA INNOV,,RU,18,0.110052,0.114505,0.000108,293
XINYUAN POWER CO LTD,XINYUAN POWER CO LTD,,CN,15,0.150825,0.158922,0.000092,1890
HULL WENDELL C,HULL WENDELL C,,US,5,0.295775,0.35873,0,201
NEWTON BARRY E,NEWTON BARRY E,,US,5,0.295775,0.35873,0,201
FUJITSU COMPONENT LTD,FUJITSU COMPONENT LTD,,JP,14,0.163864,0.177618,0.000007,0
SCOTT TECH INC,SCOTT TECH INC,,US,2,0.909091,0.95,0,2951
FOSTER MILLER INC,FOSTER MILLER INC,,US,16,0.119985,0.123793,0.000451,1241
ACUMENTRICS CORP,ACUMENTRICS CORP,,US,14,0.156175,0.165494,0.000619,50
POLYFUEL INC,POLYFUEL INC,,US,13,0.168595,0.178537,0.000516,1073
UNIV FENG CHIA,UNIV FENG CHIA,,TW,2,0.947368,0.972222,0,1925
AEP INVEST INC,AEP INVEST INC,,US,3,0.5,0.583333,0,641
NAN YA PRINTED CIRCUIT BOARD CORPORP,NAN YA PRINTED CIRCUIT BOARD CORPORP,,TW,18,0.098844,0.102583,0.000406,146
INST OF PHYSICS CAS,INST OF PHYSICS CAS,,CN,16,0.120962,0.124835,0.000079,1890
UNIV BEIJING,UNIV BEIJING,,CN,1,1,1,0,3297
MONSANTO TEKNOLODZHI LLS,MONSANTO TEKNOLODZHI LLS,,US,3,0.5,0.611111,0,88
EXXONMOBIL RES & ENG CO,EXXONMOBIL RES & ENG CO,,US,14,0.172195,0.183074,0.000708,987
E I DUPONT CANADA COMPANY,E I DUPONT CANADA COMPANY,,CA,14,0.162318,0.17106,0.000017,1093
ASTRIUM GMBH,ASTRIUM GMBH,,DE,16,0.13832,0.145355,0.000116,1017
XPERION GMBH,XPERION GMBH,,DE,1,1,1,0,32
UNIV SOUTHERN CALIFORNIA,UNIV SOUTHERN CALIFORNIA,,US,15,0.147836,0.155204,0.00057,1086
DANA CANADA CORP,DANA CANADA CORP,,CA,15,0.163756,0.175338,0.000366,1059
UNIV DALIAN TECH,UNIV DALIAN TECH,,CN,14,0.17624,0.188908,0.000966,1099
STRUTT PETER ROGER,STRUTT PETER ROGER,,US,17,0.116976,0.12022,0.000079,1894
KEAR BERNARD HENRY,KEAR BERNARD HENRY,,US,18,0.104726,0.107002,0,1894
BANK TECHNOLOGY INC H,BANK TECHNOLOGY INC H,,CN,1,1,1,0,79
MITSUBISHI ELECTRIC RES LAB,MITSUBISHI ELECTRIC RES LAB,,US,17,0.118387,0.123687,0,120
ISE CORP,ISE CORP,,US,16,0.123516,0.127486,0.00021,1032
NASA,NASA,,US,14,0.17355,0.183989,0.000903,1281
CRAN JAMES A,CRAN JAMES A,,CA,2,0.705882,0.791667,0,33
FITZPATRICK PATRICK JOHN,FITZPATRICK PATRICK JOHN,,CA,3,0.705882,0.819444,0,33
STENNING DAVID,STENNING DAVID,,CA,2,0.75,0.833333,0,33
PURDUE RESEARCH FOUNDATION,PURDUE RESEARCH FOUNDATION,,US,2,0.862069,0.92,0,2879
ILLINOIS TOOL WORKS,ILLINOIS TOOL WORKS,,US,1,1,1,0,2585
WESTERNGECO LLC,WESTERNGECO LLC,,US,2,0.666667,0.75,0,1901
SIGNA CHEMISTRY LLC,SIGNA CHEMISTRY LLC,,US,15,0.15234,0.159532,0,1096
NEC CORP,NEC CORP,,JP,15,0.164507,0.177207,0.000407,38
YAMAHA MARINE KK,YAMAHA MARINE KK,,JP,16,0.122235,0.127379,0,1098
CORETRONIC CORP,CORETRONIC CORP,,TW,15,0.142808,0.149666,0.00015,1189
COMPACTGTL LTD,COMPACTGTL LTD,,GB,4,0.482759,0.589286,0,34
TAIWAN POWER CO,TAIWAN POWER CO,,TW,19,0.09123,0.093005,0,1086
BIOMAGNETIC TECH INC,BIOMAGNETIC TECH INC,,US,1,1,1,0,1902
BUSSAN NANOTECH RES INST INC,BUSSAN NANOTECH RES INST INC,,JP,2,0.764706,0.846154,0,2492
GREEN VISION HOLDING BV,GREEN VISION HOLDING BV,,NL,15,0.143193,0.149569,0,1151
PHYSICAL CHEMISTRY TECHNOLOGY,PHYSICAL CHEMISTRY TECHNOLOGY,,CN,1,1,1,0,1903
WEBASTO AG,WEBASTO AG,,DE,14,0.169069,0.18017,0.000347,28
NATIONL POWER PLC,NATIONL POWER PLC,,GB,15,0.148242,0.156292,0.000502,1096
ENPRESS L L C,ENPRESS L L C,,US,3,0.444444,0.486111,0,2133
ORMAT IND LTD,ORMAT IND LTD,,IL,3,0.473684,0.518519,0,2917
TAIYO NIPPON SANSO CORP,TAIYO NIPPON SANSO CORP,,JP,15,0.162354,0.173821,0.000191,38
CONSEJO SUPERIOR INVESTIGACION,CONSEJO SUPERIOR INVESTIGACION,,ES,15,0.16364,0.175453,0.002739,1192
NEC TOKIN CORP,NEC TOKIN CORP,,JP,15,0.14372,0.152967,0.000205,38
RENAULT SA,RENAULT SA,,FR,14,0.170113,0.183919,0.00421,4
POWERAVENUE CORP,POWERAVENUE CORP,,US,15,0.139043,0.144432,0,28
CAESAR STIFTUNG,CAESAR STIFTUNG,,DE,1,1,1,0,1904
PANASONIC EV ENERGY CO LTD,PANASONIC EV ENERGY CO LTD,,JP,15,0.150973,0.161521,0.000053,1183
WAINRIGHT JESSE S,WAINRIGHT JESSE S,,US,14,0.16686,0.175704,0.000063,1099
PAYER JOE,PAYER JOE,,TBD,15,0.143459,0.149025,0,1099
LIU CHUNG CHIUN,LIU CHUNG CHIUN,,US,14,0.159984,0.168402,0.000023,1099
DUDIK LAURIE A,DUDIK LAURIE A,,US,14,0.159024,0.167204,0.000013,1099
SHAN XI,SHAN XI,,TBD,15,0.143459,0.149025,0,1099
LEVINE SETH,LEVINE SETH,,TBD,15,0.143459,0.149025,0,1099
CONCEPTION & DEV MICHELIN SA,CONCEPTION & DEV MICHELIN SA,,CH,14,0.146924,0.153234,0.000059,1029
REINZ DICHTUNG GMBH,REINZ DICHTUNG GMBH,,DE,14,0.168777,0.180276,0.000562,1998
AXIVA GMBH,AXIVA GMBH,,DE,14,0.174062,0.184871,0.000032,1160
UNIV HAWAII,UNIV HAWAII,,US,15,0.157037,0.165431,0.000131,1099
CHLORINE ENG CORP LTD,CHLORINE ENG CORP LTD,,JP,15,0.142588,0.150347,0.000026,22
TOSOH CORP,TOSOH CORP,,JP,15,0.142709,0.150681,0.000215,22
TOAGOSEI CO LTD,TOAGOSEI CO LTD,,JP,14,0.1696,0.184408,0.000388,22
KANEKA CORP,KANEKA CORP,,JP,15,0.16652,0.180017,0.000128,22
DAISO CO LTD,DAISO CO LTD,,JP,15,0.142622,0.150467,0.000154,22
TOKUYAMA CORP,TOKUYAMA CORP,,JP,15,0.154598,0.164962,0.000228,22
HONGFUJIN PREC IND SHENZHEN,HONGFUJIN PREC IND SHENZHEN,,CN,15,0.136671,0.142018,0.000079,1189
SHANGHAI CHLOR ALKALI CHEMICAL,SHANGHAI CHLOR ALKALI CHEMICAL,,CN,1,1,1,0,1905
YONGLE GE,YONGLE GE,,CN,1,1,1,0,35
PERMELEC SPA NORA,PERMELEC SPA NORA,,IT,16,0.133829,0.13922,0,1330
KEIHIN CORP,KEIHIN CORP,,JP,14,0.168191,0.181541,0.000094,990
SMART PARTS INC,SMART PARTS INC,,US,1,1,1,0,1906
EXXON MOBILE UPSTREAM RES CO,EXXON MOBILE UPSTREAM RES CO,,US,2,0.903226,0.946429,0,2140
INSTITUTE OF NUCLEAR ENERGY RES AEC,INSTITUTE OF NUCLEAR ENERGY RES AEC,,TW,18,0.108614,0.112664,0,975
FUJIFILM ELECTRONIC MATERIALS,FUJIFILM ELECTRONIC MATERIALS,,US,2,0.833333,0.9,0,1907
OSAKA TITANIUM TECHNOLOGIES CO,OSAKA TITANIUM TECHNOLOGIES CO,,JP,16,0.123938,0.128874,0.000014,1908
FIKE CORP,FIKE CORP,,US,1,1,1,0,1969
NANYA CIRCUIT BOARDS CO LTD,NANYA CIRCUIT BOARDS CO LTD,,CN,19,0.089955,0.092574,0.00003,146
FUEL CELL TECHNOLOGIES INC,FUEL CELL TECHNOLOGIES INC,,US,15,0.152323,0.15974,0.000063,1212
BROW RICHARD K,BROW RICHARD K,,US,15,0.161239,0.170508,0.000048,1151
DOS REIS SIGNO TADEU,DOS REIS SIGNO TADEU,,US,14,0.162578,0.171176,0.000023,1192
BENSON GLEN E,BENSON GLEN E,,US,14,0.175937,0.188456,0.000058,1151
HOECHST AG,HOECHST AG,,DE,14,0.172726,0.184033,0.000359,1160
AEP INVESTMENTS INC,AEP INVESTMENTS INC,,US,2,0.666667,0.75,0,641
UHDENORA TECHNOLOGIES SRL,UHDENORA TECHNOLOGIES SRL,,IT,16,0.134211,0.139928,0.00009,1330
SOLVAY SOLEXIS SPA,SOLVAY SOLEXIS SPA,,IT,14,0.147615,0.156226,0.000111,1330
KOREA INST GEOSCIENCE & MINERA,KOREA INST GEOSCIENCE & MINERA,,KR,16,0.121742,0.125745,0.000236,2074
POSTECH FOUNDATION,POSTECH FOUNDATION,,KR,14,0.169445,0.181667,0.000069,1073
LINDE AG,LINDE AG,,DE,15,0.144761,0.153524,0.003329,1160
ASAHI CHEMICAL IND,ASAHI CHEMICAL IND,,JP,13,0.189366,0.208472,0.002873,38
BEKAERT SA NV,BEKAERT SA NV,,BE,1,1,1,0,2034
UNIV TONGJI,UNIV TONGJI,,CN,1,1,1,0,2707
SANTOKU CORP,SANTOKU CORP,,JP,14,0.162097,0.174957,0.000511,1213
FREUDENBERG CARL KG,FREUDENBERG CARL KG,,DE,13,0.195092,0.213477,0.004917,1160
PHILIPPINA JANSSEN CATHARINA,PHILIPPINA JANSSEN CATHARINA,,NL,0,0,0,0,36
VAN ZEE JOHN W,VAN ZEE JOHN W,,TBD,14,0.154924,0.162581,0,1047
LEE WOO KUM,LEE WOO KUM,,TBD,14,0.173141,0.185325,0.000173,1047
MURTHY MAHESH,MURTHY MAHESH,,US,13,0.170367,0.180491,0.000233,1047
FUJITSU LTD,FUJITSU LTD,,JP,16,0.1415,0.150085,0.000321,1110
COOPER WILLARD,COOPER WILLARD,,TBD,0,0,0,0,37
EADS SPACE TRANSP GMBH,EADS SPACE TRANSP GMBH,,DE,16,0.123329,0.127842,0.000105,1017
UNISEARCH LTD,UNISEARCH LTD,,AU,16,0.113167,0.116552,0.001391,1137
